gene_names,pg_adsp,pnl_adsp,pg_ukb,pnl_ukb,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps,num_effect_snps,adsp_size.y,ukb_size.y,gene_ind.y,uniprot_id,protein_name,chr,start,end
CCL18,0.953590061113997,0.537461205020853,0.709190035291943,0.88069980083124,10454,313113,162,CCL18,0.505082601510814,0.477880131437207,0.309567150153925,0.131922128550487,0.125628185255047,0.170434308231708,0.125788037016322,0.00117965275417559,561,91,10454,313113,162,P55774,C-C motif chemokine 18,17,34391640,34399392
CCL22,0.0099384843267013,0.443389300177335,0.294878500643276,0.313816692278421,10454,313001,163,CCL22,0.805136502920279,100,100,0.872433119789486,100,100,0.017119109778643,6.16958068401107e-06,1160,141,10454,313001,163,O00626,C-C motif chemokine 22,16,57392684,57400102
CCL23,0.895658713365934,0.422756384581023,0.590974116890098,0.571690590721573,10454,312493,164,CCL23,0.959391243850003,0.389417007731749,0.169933885849164,0.608825319211428,0.194717055981452,0.0827256414339625,0.111187261642912,0.0152297775458105,610,191,10454,312493,164,P55773,C-C motif chemokine 23,17,34340096,34345005
CCL24,0.717980854539808,0.603030902054492,0.381597447438456,0.915947597912602,10454,312549,165,CCL24,0.37690220651482,0.636644194370959,0.726511808890571,0.140057086725632,0.241929060009203,0.416245189227416,0.683543880723267,0.263342299765926,914,336,10454,312549,165,O00175,C-C motif chemokine 24,7,75440983,75452674
CCL25,0.969474186854676,0.522660845448499,0.902034005335952,0.956611628465968,10454,312284,166,CCL25,0.231262389246474,0.344846545612875,0.404041067687799,0.61137831851322,0.0445626430594377,0.0146047144119113,0.287833382352092,0.013842183860681,1454,71,10454,312284,166,O15444,C-C motif chemokine 25,19,8117651,8127534
CCL26,0.330139387942018,0.477918600326532,0.555230042697756,0.579297797918657,10454,312713,167,CCL26,0.328606572997497,0.477276488099213,0.468734427792236,0.312404386638512,0.36647377160176,0.320434212453598,0.0123048410583783,5.60196542567949e-05,896,144,10454,312713,167,Q9Y258,C-C motif chemokine 26,7,75398851,75419214
CCL27,0.576111989665569,0.534377495781297,0.850740438059035,0.917238320423413,10454,312630,168,CCL27,0.974171125571707,0.149171683001732,0.0511277167504501,0.377438066409318,0.577276474927515,0.571704413801105,0.0262893286589789,0.00145228397628542,867,21,10454,312630,168,Q9Y4X3,C-C motif chemokine 27,9,34661877,34664045
CCL3,0.849955492624103,0.873773566267448,0.303301105739076,0.277630710270473,10454,312713,169,CCL3,0.802863960675071,0.939486064285275,0.802551338999523,0.697797500511736,0.833603987961141,0.644254994750781,0.0941786148691825,0.176660286624287,539,120,10454,312713,169,P10147,C-C motif chemokine 3,17,34415602,34417515
CCL4,0.251261096153987,0.503913060734096,0.357365318091507,0.786091455456279,10454,312609,170,CCL4,0.106859320535433,0.272501881726336,0.986679904600153,0.633710402098139,0.149253187184887,0.058579420323916,0.0472706745056998,0.000306659905913225,520,132,10454,312609,170,P13236,C-C motif chemokine 4,17,34430983,34433014
CCL5,0.492207021773667,0.527343709721492,0.253690176859285,0.890016442949082,10454,312497,171,CCL5,0.192164401133966,0.180715134390075,0.189600336118449,0.830659755781793,0.598471737968174,0.321948029571544,0.01424361049865,6.47459615835299e-06,712,25,10454,312497,171,P13501,C-C motif chemokine 5,17,34198495,34207797
CCL8,0.548029457673804,0.501240851626827,0.811699775436702,0.733516463497028,10454,312413,172,CCL8,0.960089512937732,0.973934489526967,0.822514217546006,0.116731287304054,0.124125825593882,0.190689659214176,0.362253525256346,0.120574651151182,1321,282,10454,312413,172,P80075,C-C motif chemokine 8,17,32646055,32648421
CCN1,0.177933485724332,0.378154781739858,0.835699042956582,0.905927428158952,10454,312886,173,CCN1,0.731550563674904,0.79879619729514,0.564720835529569,0.354706944712739,0.559132032159823,0.580025337237559,0.0105864725417459,0.000169516713470212,1402,79,10454,312886,173,O00622,CCN family member 1,1,86046444,86049645
CCN2,0.443229039530607,0.490673347167378,0.619525202571003,0.56249891762336,10454,312678,174,CCN2,0.572997075806352,0.439023971021097,0.249043627497536,0.61910250996381,0.872433045699108,0.872369909139465,0.0518658303752966,0.0053422002822027,662,133,10454,312678,174,P29279,CCN family member 2,6,132269316,132272513
CCN3,0.669487305041605,0.633188123123708,0.439614127050606,0.769527714528983,10454,312263,175,CCN3,0.422312599226118,0.631195644449718,0.599053618181614,0.929079304001084,0.758615016508546,0.46053286670443,0.0670964856164667,0.000112754327393589,921,113,10454,312263,175,P48745,CCN family member 3,8,120428546,120436593
CCN4,0.827226798263041,0.637193750112314,0.0745488187159995,0.103033571567145,10454,312360,176,CCN4,0.666968432318915,0.88177123412418,0.7965292908086,0.318419515964942,0.255580428839336,0.188027225160519,0.219499519075479,0.0332391072570911,1531,278,10454,312360,176,O95388,CCN family member 4,8,134203282,134242587
CCN5,0.797185549608965,0.573133828882228,0.940966672010299,0.930815588889082,10454,312640,177,CCN5,0.862265932968637,0.496041586012728,0.241463769962033,0.528280300242325,0.72294170293892,0.616262822357314,0.0509215091974645,0.000149164434953793,863,132,10454,312640,177,O76076,CCN family member 5,20,43343485,43357150
CCS,0.609390879427914,0.512851254075741,0.947336289756141,0.798866272822139,10454,312918,178,CCS,0.732370053137734,0.756675087601243,0.506794150085355,0.434123342786968,0.615015238199468,0.548256400164509,0.110392237799818,8.32551220706407e-06,439,41,10454,312918,178,O14618,Copper chaperone for superoxide dismutase,11,66360292,66373490
CD101,0.0417408098074265,0.930018183207377,0.147484246409368,0.15280478683506,10454,317541,179,CD101,0.726918689740793,0.611920648628751,0.353651867624957,0.20301285574864,0.443258804863127,0.935058861505319,0.434248167394974,0.100123983699032,843,273,10454,317541,179,Q93033,Immunoglobulin superfamily member 2,1,117544382,117579167
CD109,0.649616528992178,0.596258559767378,0.192144248049259,0.291563597669204,10454,312640,180,CD109,0.432607355970903,0.723922850236761,0.861685801884179,0.854984311839014,0.396940522146278,0.177965451406775,0.417532248450863,0.0424223041279679,1543,596,10454,312640,180,Q6YHK3,CD109 antigen,6,74405508,74538040
CD14,0.0178236555555845,0.0425771519862128,0.0812429760287963,0.335282699033394,10454,313365,181,CD14,0.174738439490037,0.069801008510516,0.0620276921516872,0.948804431500855,0.824537430354425,0.536672321257308,0.0444346208798428,9.45714285660842e-05,907,146,10454,313365,181,P08571,Monocyte differentiation antigen CD14,5,140011313,140013286
CD164,0.190719385192119,0.652078427719342,0.140693452006842,0.930923738620051,10454,312640,182,CD164,0.082361709592816,100,100,0.482557056606262,100,100,0.0108778778107351,4.12347024543702e-05,971,53,10454,312640,182,Q04900,Sialomucin core protein 24,6,109687717,109703762
CD164L2,0.769554644562553,0.887951549842173,0.906585648278359,0.884315912402514,10454,318237,183,CD164L2,0.756241997744624,0.595800558554531,0.332458435145058,0.356982401402121,0.60421669628891,0.689926630169363,0.0912839191716518,0.00320743994922291,348,6,10454,318237,183,Q6UWJ8,CD164 sialomucin-like 2 protein,1,27705666,27709870
CD177,0.437610257334236,0.653793001227712,0.934096277866727,0.977407261902335,10454,312688,184,CD177,0.0641205478480831,0.118500701917673,0.359873652546611,0.34650137092612,0.575306485411677,0.639438564666511,0.554029085126475,0.274881239035696,997,760,10454,312688,184,Q8N6Q3,CD177 antigen,19,43857811,43867480
CD200,0.563501624707569,0.578632869079861,0.856887016759595,0.902254989962761,10454,312713,185,CD200,0.206121214225408,100,100,0.484140507278501,100,100,0.0342587735074965,1.32872899009471e-05,1479,143,10454,312713,185,P41217,OX-2 membrane glycoprotein,3,112051194,112081659
CD200R1,0.309221632065193,0.391788977707904,0.59806496248312,0.684533760742625,10454,312837,186,CD200R1,0.583169443871011,0.266463114431104,0.125782187504349,0.152624708726195,0.230352573458592,0.345349945639545,0.467445660262195,0.399929757775863,1041,355,10454,312837,186,Q8TD46,Cell surface glycoprotein CD200 receptor 1,3,112640056,112693969
CD207,0.99425460922231,0.581387170703064,0.891966158142343,0.819248317818437,10454,313436,187,CD207,0.294107484904974,0.324798874192241,0.283890004031565,0.386426731337801,0.609383095380658,0.623873528072764,0.207890295241124,0.0231043111785503,1537,223,10454,313436,187,Q9UJ71,C-type lectin domain family 4 member K,2,71057347,71062952
CD209,0.0587151272922267,0.153775883578602,0.244605301291003,0.610303754270955,10454,312571,188,CD209,0.0652808347590573,0.0656876527837716,0.152417549741215,0.0393775852325336,0.0655805632821239,0.272433413946835,0.0929089869054364,0.00373769382474195,1473,171,10454,312571,188,Q9NNX6,CD209 antigen,19,7804879,7812464
CD22,0.532346414349241,0.673323617876128,0.929096285732484,0.690459518779124,10454,312284,189,CD22,0.67813693390346,100,100,0.0684524050376984,100,100,0.0330672632845525,7.22184439697879e-05,1314,74,10454,312284,189,P20273,B-cell receptor CD22,19,35810164,35838258
CD226,0.081967883879757,0.213851055778199,0.0314441116922627,0.0286548797765455,10454,318326,190,CD226,0.656746698171262,0.608242661054259,0.37204150994775,0.410115222816149,0.32804118197528,0.213022657979869,0.0401779163212322,2.18749341940898e-06,1194,62,10454,318326,190,Q15762,CD226 antigen,18,67498394,67629039
CD244,0.631084330387049,0.536155714162694,0.0573911418435051,0.176502605627176,10454,312284,191,CD244,0.0560038892590198,0.131080277774927,0.520903472792512,0.0774571302340986,0.106565437298087,0.24344590833234,0.0796149092123722,0.0940054671876689,888,363,10454,312284,191,Q9BZW8,Natural killer cell receptor 2B4,1,160799950,160832692
CD27,0.851878191557048,0.436452834409016,0.0270799702018545,0.242009211828889,10454,312549,192,CD27,0.0670362359128041,100,100,0.0461191168871691,100,100,0.0395690214373217,2.13055064007623e-07,957,168,10454,312549,192,P26842,CD27 antigen,12,6554033,6560884
CD274,0.823436082781473,0.676861323123336,0.279889982347037,0.260774891542371,10454,312918,193,CD274,0.776533286619941,0.240597776588016,0.0961323735781221,0.0397855351012308,0.0533908425005823,0.201257013871453,0.0788956057250146,0.000566513283019026,902,176,10454,312918,193,Q9NZQ7,Programmed cell death 1 ligand 1,9,5450503,5470566
CD276,0.048324872632415,0.0896976444015316,0.000412576890656269,0.000272688659606613,10454,312664,194,CD276,0.632800707316248,0.290518131326423,0.134150921045992,0.599055912531354,0.270015976097532,0.125917855002503,0.369608574288948,0.13175137543933,785,251,10454,312664,194,Q5ZPR3,CD276 antigen,15,73976307,74006859
CD28,0.164296259086843,0.322943579628095,0.59670634884314,0.811517286484177,10454,313474,195,CD28,0.434038390570964,100,100,0.279523302932528,100,100,0.0184556313958154,8.15212068496013e-05,929,47,10454,313474,195,P10747,T-cell-specific surface glycoprotein CD28,2,204571198,204603635
CD2AP,0.542840490866065,0.619728525762767,0.0148114443335793,0.541574916659275,10454,312630,196,CD2AP,0.00269811254962451,0.00748484745078838,0.37440200007373,3.32149490192308e-06,9.31951982495867e-06,0.213790643302157,0.0441601547147641,0.000170753863233883,1248,78,10454,312630,196,Q9Y5K6,CD2-associated protein,6,47445525,47594999
CD300A,0.302200253670421,0.49796247394867,0.546939655611395,0.93305917919757,10454,318083,197,CD300A,0.0341355612726366,0.0916007939206053,0.588348896281467,0.88793486886434,0.985231533117942,0.920744688048914,0.0254490996284292,0.00113221795956603,1050,262,10454,318083,197,Q9UGN4,CMRF35-like molecule 8,17,72462555,72480933
CD300C,0.115157192400807,0.453840853414733,0.828188218139834,0.686204782057679,10454,312346,198,CD300C,0.863977861240395,0.572322344254685,0.297201946438649,0.839703744770447,0.55952918557664,0.289831627433811,0.115754316706527,0.0108450539239966,956,231,10454,312346,198,Q08708,CMRF35-like molecule 6,17,72537247,72542282
CD300E,0.159412165938041,0.531060452415363,0.149415217204198,0.884302129102856,10454,312476,199,CD300E,0.0296717972071036,0.083733841383317,0.629873770966904,0.592222839151158,0.675758868748594,0.480842742370461,0.110455777994225,0.000192271409207655,913,113,10454,312476,199,Q496F6,CMRF35-like molecule 2,17,72606026,72619897
CD300LF,0.0342735480290401,0.165968791431333,0.776296339594174,0.750113152671896,10454,312360,200,CD300LF,0.875797174347021,0.868310250503011,0.611517008937152,0.574552300334113,0.824074384202696,0.788641087874152,0.499094678009037,0.182945754352929,832,471,10454,312360,200,Q8TDQ1,CMRF35-like molecule 1,17,72690452,72709117
CD300LG,0.148283941904641,0.317717133931816,0.120683243466767,0.0949568495081439,10454,312640,201,CD300LG,0.747264826802796,0.897648856155019,0.737756329133452,0.307990565660027,0.325176233261815,0.271827309677731,0.0617283948816295,0.0228799209463198,646,164,10454,312640,201,Q6UXG3,CMRF35-like molecule 9,17,41924516,41940997
CD302,0.335271868011601,0.449933849954612,0.990028337983687,0.861751461357027,10454,312825,202,CD302,0.730521598569155,0.640078613131438,0.379085955126447,0.512647194632814,0.690203097603601,0.575918905225258,0.0456656247440455,0.000619572833690819,854,39,10454,312825,202,Q8IX05,CD302 antigen,2,160625364,160654753
CD33,0.771398310898501,0.591328429654735,0.0583153812443329,0.69267738242107,10454,312549,203,CD33,0.0474749879349006,0.060245037917065,0.193561086141942,0.000197158825489328,0.00046320104454499,0.221172251347769,0.733248350815781,0.134350948117587,1505,538,10454,312549,203,P20138,Myeloid cell surface antigen CD33,19,51728320,51747115
CD36,0.870332823568959,0.70715107824214,0.937741332316458,0.815668392943545,10454,318326,204,CD36,0.30814210739834,0.463087192025404,0.479024528355631,0.507434198598367,0.75307200679524,0.720687541255494,0.0499890845411616,0.0101214095562847,1106,66,10454,318326,204,P16671,Platelet glycoprotein 4,7,79998891,80308593
CD38,0.757863347982379,0.58138252240111,0.349434553386454,0.373015774845716,10454,312825,205,CD38,0.948575514479975,0.178148697188348,0.0634069970721156,0.62103106902766,0.548466896222546,0.327985711219838,0.108731947110116,0.00103893428720843,1193,143,10454,312825,205,P28907,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,4,15779898,15854853
CD4,0.146394002388534,0.805467101206146,0.0383723367495212,0.884402557900427,10454,312775,206,CD4,0.00190323686114421,100,100,0.937443107521255,100,100,0.0474357794189894,4.87954431955346e-05,802,72,10454,312775,206,P01730,T-cell surface glycoprotein CD4,12,6896024,6929974
CD40,0.232344949860205,0.447893963290817,0.162475129620336,0.756989412848012,10454,312665,207,CD40,0.277687397551442,0.138850387931333,0.0960301402183853,0.293437971999992,0.115802880285711,0.0732813355390674,0.0652315833993068,0.00057418781180601,854,65,10454,312665,207,P25942,Tumor necrosis factor receptor superfamily member 5,20,44746911,44758502
CD48,0.917623701591125,0.693708574434023,0.161364628388901,0.180696044615144,10454,312549,208,CD48,0.792744175709851,0.964760798765748,0.958433841497862,0.260376609048696,0.206969005706346,0.169923508999146,0.2206417582134,0.0289594539620969,721,144,10454,312549,208,P09326,CD48 antigen,1,160648536,160681641
CD5,0.403573847759781,0.799115033376729,0.0274303231833471,0.372420466801472,10454,312413,209,CD5,0.0142355296142365,100,100,0.675200437047576,100,100,0.0187476897532693,4.25362952764756e-05,536,63,10454,312413,209,P06127,T-cell surface glycoprotein CD5,11,60869867,60895324
CD55,0.372730209489896,0.584072483299805,0.0249239949818229,0.649443346753735,10454,313858,210,CD55,0.012605155626184,0.0433343950205327,0.815885950498535,0.0444996214653189,0.0100504681423584,0.023076098901254,0.0791071557646673,0.000113420991925677,824,50,10454,313858,210,P08174,Complement decay-accelerating factor,1,207494853,207534311
CD59,0.533892229966508,0.815015235070368,0.106791138044573,0.799433808068224,10454,313918,211,CD59,0.245460011667502,0.452029300078779,0.624849917930672,0.0379113135584457,0.0760996311272545,0.358701998586487,0.027818227034794,2.41781484281123e-05,1041,47,10454,313918,211,P13987,CD59 glycoprotein,11,33719807,33757991
CD5L,0.718596084030022,0.53897044063505,0.766367180735086,0.874695134490364,10454,317530,212,CD5L,0.618421902794003,0.629487111309694,0.410418722922493,0.723645458561754,0.839328723753309,0.635046711817157,0.0282995871575844,4.66384733631924e-05,1072,94,10454,317530,212,O43866,CD5 antigen-like,1,157800704,157868046
CD6,0.727912825309241,0.687767931103364,0.344518691453149,0.767150741129161,10454,312340,213,CD6,0.176626965859009,0.368065371573193,0.677204415025095,0.322900296672058,0.0342130183078536,0.0162730467658977,0.322453242555856,0.0189869448670277,708,109,10454,312340,213,P30203,T-cell differentiation antigen CD6,11,60739115,60787849
CD7,0.85594071400283,0.986089129527198,0.770597253197639,0.784054521453446,10454,318385,214,CD7,0.908623624654703,0.634023382046916,0.343285423123504,0.876360987524768,0.0694385371965124,0.0211983440455382,0.0877217827151915,0.0115167103052956,937,119,10454,318385,214,P09564,T-cell antigen CD7,17,80272744,80275478
CD70,0.933729176711817,0.582149884666784,0.14545177544488,0.11582844403591,10454,312713,215,CD70,0.69826977848074,0.851112354103932,0.678214092842162,0.901721439994023,0.989408486065505,0.938017149158219,0.44288855320323,0.0165530829696199,1350,307,10454,312713,215,P32970,CD70 antigen,19,6583194,6604114
CD72,0.245023802773543,0.559011579813813,0.225970445816632,0.411339285241295,10454,318083,216,CD72,0.012225367386768,0.0384578331933834,0.625084239532924,0.876278824688201,0.0350814651749853,0.00977243084056985,0.0114745027246737,2.58748955741576e-05,878,20,10454,318083,216,P21854,B-cell differentiation antigen CD72,9,35609530,35646807
CD79B,0.350424485631107,0.544821734091495,0.20162916285025,0.839154057717012,10454,312284,217,CD79B,0.190461540003019,0.349080127731197,0.531812521484366,0.0658097711013829,0.167030380495353,0.659111268426023,0.0130862792180064,5.13874434094631e-05,535,23,10454,312284,217,P40259,B-cell antigen receptor complex-associated protein beta chain,17,62006100,62009714
CD80,0.237852374658125,0.402002011409606,0.537301355784982,0.918091449743104,10454,317414,218,CD80,0.216436445659465,0.287230874785523,0.325399090834376,0.751306777194421,0.67092203276039,0.403534856387227,0.102546734748724,0.00136739665588964,1081,137,10454,317414,218,P33681,T-lymphocyte activation antigen CD80,3,119243140,119278449
CD83,0.595796573159542,0.625736190919762,0.86894767895185,0.633001196851684,10454,312713,219,CD83,0.509460720584457,100,100,0.999201149892701,100,100,0.0204706206723087,0.000123952794085463,932,60,10454,312713,219,Q01151,CD83 antigen,6,14117872,14137149
CD86,0.665233411292957,0.79717021115619,0.101605776325003,0.101819117397477,10454,317541,220,CD86,0.897505894391028,100,100,0.409508189645599,100,100,0.0206700605326742,7.83715006772506e-06,1199,158,10454,317541,220,P42081,T-lymphocyte activation antigen CD86,3,121774213,121839983
CD8A,0.714535576200673,0.492542760261583,0.0139636651658632,0.0200076031636747,10454,312346,221,CD8A,0.438886619440675,0.706468984934147,0.756948398754514,0.415811756508082,0.076454143402289,0.0342937194504389,0.0401933446615595,0.000994467625334978,491,51,10454,312346,221,P01732,T-cell surface glycoprotein CD8 alpha chain,2,87011729,87035519
CDA,0.289056080041376,0.661963467197998,0.756266832885544,0.988698161666854,10454,317478,222,CDA,0.239070947738986,0.494883586118782,0.885142102733301,0.123420041358969,0.120580641655139,0.17291363536358,0.10746020905307,1.63491683989637e-05,1218,265,10454,317478,222,P32320,Cytidine deaminase,1,20915441,20945401
CDCP1,0.289886765316446,0.482998034520487,0.873379749473123,0.24376102565524,10454,312918,223,CDCP1,0.447547482364604,0.290436193653694,0.168546484882371,0.482559168146935,0.614957283394041,0.488725610873988,0.0583664545267086,5.83935634649421e-05,907,79,10454,312918,223,Q9H5V8,CUB domain-containing protein 1,3,45123770,45187914
CDH15,0.260627684029676,0.911481490872929,0.00926080332378176,0.0791520338251725,10454,312402,224,CDH15,0.225220346929696,0.398242177832885,0.542651341889167,0.360277006913205,0.320043991725582,0.229870059654587,0.135618115781706,0.0845616089392425,1085,287,10454,312402,224,P55291,Cadherin-15,16,89238175,89261900
CDH17,0.906381338660973,0.601653336275097,0.339936151714259,0.593643800102041,10454,312630,225,CDH17,0.25872167984567,0.452411951796079,0.577198200896939,0.575609471831339,0.829847178049936,0.807063762358959,0.0648977493405979,0.0035878784459547,915,189,10454,312630,225,Q12864,Cadherin-17,8,95139399,95229531
CDH5,0.612878766757867,0.633862630165138,0.877388285706055,0.794084488046361,10454,312214,226,CDH5,0.750498858148169,0.35776285925158,0.16209536532384,0.042752701148628,0.0543684325083122,0.189848471945424,0.0196787790662209,0.000303676795888837,820,7,10454,312214,226,P33151,Cadherin-5,16,66400533,66438686
CDH6,0.57230182076318,0.703696081181557,0.538055778869019,0.789738480536968,10454,312630,227,CDH6,0.261766183789584,0.488902264573324,0.678477049920165,0.0820123984485595,0.220317493208392,0.977255575765057,0.247569058156486,0.0129361571532026,1585,103,10454,312630,227,P55285,Cadherin-6,5,31193857,31329253
CDHR1,0.743769117645216,0.954611038584614,0.61409375698804,0.920844675526757,10454,313518,228,CDHR1,0.740591264609498,0.188165386628446,0.072251657373067,0.379263423661127,0.434462101035922,0.344340369893975,0.0375940277261895,5.30832871531693e-05,1309,134,10454,313518,228,Q96JP9,Cadherin-related family member 1,10,85954410,85979377
CDHR2,0.0141705134933521,0.253150330991715,0.665418993956249,0.308287660102627,10454,312825,229,CDHR2,0.179989433108907,0.305946075305914,0.449845859634101,0.779552501204396,0.282530928665155,0.117555910951526,0.0103161983861933,3.78999573792449e-06,728,57,10454,312825,229,Q9BYE9,Cadherin-related family member 2,5,175969512,176022975
CDHR5,0.830635242262826,0.613792775705157,0.455512148391198,0.785368572309774,10454,312630,230,CDHR5,0.660742972600415,0.470218016955705,0.251231681465875,0.0936344389488052,0.181364673577849,0.437153859639652,0.255606563361862,0.0880893128529857,1052,432,10454,312630,230,Q9HBB8,Cadherin-related family member 5,11,616565,626078
CDKN1A,0.264328739983975,0.573368421343,0.584707256581872,0.782394012694154,10454,312825,231,CDKN1A,0.74341800380699,100,100,0.675028805647528,100,100,0.0116943101366405,2.29778511759825e-05,1132,135,10454,312825,231,P38936,Cyclin-dependent kinase inhibitor 1,6,36644305,36655116
CDNF,0.176216348043179,0.582651398251579,0.177826461885475,0.169957441587215,10454,312825,232,CDNF,0.757965007266448,0.418151481850902,0.199123741493051,0.313883429681496,0.505589122664679,0.554227072936487,0.0691514296346401,0.000955197561121851,1558,295,10454,312825,232,Q49AH0,Cerebral dopamine neurotrophic factor,10,14861249,14880574
CDON,0.878637363444443,0.542634765473867,0.642854215403682,0.391703280206399,10454,312609,233,CDON,0.160120672757603,0.190915167408798,0.247246325790312,0.239265868546559,0.475514025749017,0.749673320532561,0.0289913743309262,0.000176371868808586,1621,150,10454,312609,233,Q4KMG0,Cell adhesion molecule-related/down-regulated by oncogenes,11,125825691,125933230
CDSN,0.961994099258757,0.511718475134571,0.906894633590177,0.972006149133555,10454,312397,234,CDSN,0.925756938055761,0.0268949047477696,0.00719910225548776,0.360270734517329,0.381829536732771,0.296778878159436,0.256272852771725,0.00263685016715915,4890,137,10454,312397,234,Q15517,Corneodesmosin,6,31082867,31088223
CEACAM1,0.921720753567961,0.651423379791751,0.579787082032622,0.56300565386232,10454,312600,235,CEACAM1,0.775650254515539,0.94044257427229,0.838401724525832,0.0153000163613787,0.0514076575011136,0.815647153771061,0.0455241090282181,0.0164101629730865,331,174,10454,312600,235,P13688,Carcinoembryonic antigen-related cell adhesion molecule 1,19,43011456,43065386
CEACAM16,0.740205322976888,0.99694155236932,0.80875453019817,0.989603095490339,10454,317541,236,CEACAM16,0.864290993157206,0.69897198686377,0.407170971088883,0.0670185435402984,0.000124455998148237,0.000130917896404487,0.10729427893131,0.000177450719074098,835,227,10454,317541,236,Q2WEN9,Carcinoembryonic antigen-related cell adhesion molecule 16,19,45202421,45213986
CEACAM19,0.0682513436899254,0.935416391739736,0.00133158780350323,0.213808304526054,10454,317541,237,CEACAM19,0.000802228809448478,100,100,1.52684270099269e-11,100,100,0.0187849487826733,4.53934783373501e-06,799,131,10454,317541,237,Q7Z692,Carcinoembryonic antigen-related cell adhesion molecule 19,19,45165545,45187631
CEACAM21,0.122793350353275,0.683950144403602,0.451438714543882,0.348287821661408,10454,312713,238,CEACAM21,0.5170890462705,0.807243569617743,0.926182209176932,0.944484802482976,0.877538909406938,0.612591342398528,0.743915832462352,0.517903285597706,546,346,10454,312713,238,Q3KPI0,Carcinoembryonic antigen-related cell adhesion molecule 21,19,42055886,42093197
CEACAM5,0.946740746033447,0.615581217604167,0.444230745634702,0.876063991388879,10454,313916,239,CEACAM5,0.256557629994518,0.519032006887428,0.875865991985384,0.16027057754499,0.358004818008533,0.773605508362434,0.065803300159081,0.0112111708692962,434,84,10454,313916,239,P06731,Carcinoembryonic antigen-related cell adhesion molecule 5,19,42212504,42233718
CELA3A,0.842186848966128,0.508345048004603,0.691403235312103,0.585790768109427,10454,312273,240,CELA3A,0.203559412875919,0.445419076623506,0.975989456648209,0.240009260145815,0.40696340145325,0.518174104665633,0.0271645151134354,8.73150964031767e-05,1354,153,10454,312273,240,P09093,Chymotrypsin-like elastase family member 3A,1,22328149,22339032
CELSR2,0.829771553504805,0.707889624998841,0.680610433614548,0.396714613211779,10454,318083,241,CELSR2,0.389045810764507,0.202861160490255,0.117640003483669,0.317416133755953,0.153152668310087,0.0970676624377055,0.102676866729303,0.00125270670919322,909,118,10454,318083,241,Q9HCU4,Cadherin EGF LAG seven-pass G-type receptor 2,1,109792641,109818372
CEMIP2,0.355928254957577,0.656873149606521,0.198924012818877,0.433628893213346,10454,318326,242,CEMIP2,0.836500301864722,100,100,0.148338934524037,100,100,0.0107349549882602,9.06136027823758e-06,1222,88,10454,318326,242,Q9UHN6,Cell surface hyaluronidase,9,74298282,74431606
CEP112,0.400328377326083,0.487787961141647,0.842927138503968,0.870318351519755,10454,318445,243,CEP112,0.419337661333409,0.721602180607207,0.983590193676877,0.0823262546792294,0.0834141478292024,0.162639882006457,0.0121287920395188,1.11215158498417e-05,1484,24,10454,318445,243,Q8N8E3,Centrosomal protein of 112 kDa,17,63631656,64188202
CES1,0.896896738053164,0.60851894889259,0.139293261999956,0.986213258692652,10454,312559,244,CES1,0.158828525236739,0.294442934751301,0.497591825144681,0.0777686727266086,0.206952549632025,0.842246809183161,0.118789370181986,0.0257085974771783,1082,115,10454,312559,244,P23141,Liver carboxylesterase 1,16,55836763,55867249
CES3,0.161396321595129,0.289765769571313,0.614362485211369,0.215300945688728,10454,312825,245,CES3,0.0600661018525897,100,100,0.448351672412375,100,100,0.0114153104245389,1.48456087185335e-05,170,65,10454,312825,245,Q6UWW8,Carboxylesterase 3,16,66995140,67009051
CETN3,0.139532250050242,0.302461732633286,0.387859562107876,0.821093508769141,10454,317541,246,CETN3,0.310264685106809,0.212648439304827,0.150553712828061,0.0503448826039635,0.0189202952386166,0.0427539440578705,0.0119145699410866,0.000250434621621313,567,15,10454,317541,246,O15182,Centrin-3,5,89688078,89705603
CFB,0.376631159170765,0.464067498249737,0.685280155614813,0.606694157744783,10454,317921,247,CFB,0.528313532460056,0.725029454654987,0.620290868740891,0.639186404066302,0.765237580142541,0.574427807290281,0.138338236623684,0.0202676238752271,2221,114,10454,317921,247,P00751,Complement factor B,6,31895475,31919861
CFD,0.0345300040265906,0.268331860159462,0.0231347057001839,0.892824817879829,10454,317354,248,CFD,0.0107622819401689,0.0381318634854202,0.863476732888,0.00769411103218501,0.002694768959762,0.029648385949618,0.0300212492062598,6.79678922499653e-06,1380,116,10454,317354,248,P00746,Complement factor D,19,859453,863453
CFH,0.649804377834886,0.755985275835328,0.44785851543284,0.389018209406465,10454,319211,249,CFH,0.322620851163816,0.564267109362101,0.683509554768521,0.037460664792945,0.113907264442114,0.90122814713278,0.072745273861028,0.000770365941589715,573,48,10454,319211,249,P08603,Complement factor H,1,196621008,196716634
CFHR2,0.170307149269087,0.700013476420037,0.176024430814625,0.20527286755777,10454,317587,250,CFHR2,0.322233260967653,0.612672248820599,0.995164279370621,0.142496511967875,0.274940458389149,0.511198184325596,0.612004853405325,0.201449196493557,500,346,10454,317587,250,P36980,Complement factor H-related protein 2,1,196788898,196928356
