gene_names,pg_adsp,pnl_adsp,pg_ukb,pnl_ukb,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size.y,ukb_size.y,gene_ind.y,uniprot_id,protein_name,chr,start,end
BCAT1,0.722748759069146,0.524303985229205,0.681684847793618,0.679292232357533,10454,317414,243,BCAT1,0.556719873253207,0.505218875337732,0.312500195112225,0.630532831619687,0.57790584595561,0.35224619885004,88.5009310782432,4.278138212045314,29,10454,317414,243,P54687,"Branched-chain-amino-acid aminotransferase, cytosolic",12,24964295,25102393
BCHE,0.796870579589766,0.698941306069332,0.972292314888127,0.999739004580365,10454,317937,245,BCHE,0.83268720471546,0.851494598027483,0.598750951592488,0.455715741156722,0.697169629319634,0.684542682079941,679.895334332729,53.33583282033558,10,10454,317937,245,P06276,Cholinesterase,3,165490692,165555260
BGLAP,0.801613390535228,0.383122430193816,0.870746002895073,0.859932547308143,10454,317421,256,BGLAP,0.304910361627512,0.571642847152723,0.79735052212165,0.240208005303279,0.48357005437559,0.785956738060907,101.111547566588,5.4630326957980815,4,10454,317421,256,P02818,Osteocalcin,1,156211753,156213112
BIN2,0.423777143306281,0.798939861230647,0.670642548912771,0.863482989385705,10454,312640,261,BIN2,0.7167447491297,0.0177749202969364,0.0048677521512983,0.0201469459944221,0.0671362613106517,0.956656288183904,36.2562331350561,2.5244127010336346,8,10454,312640,261,Q9UBW5,Bridging integrator 2,12,51674822,51718452
BLMH,0.823938737751449,0.731906511826135,0.126279615584547,0.708767086068581,10454,312214,263,BLMH,0.169243676315859,0.0327516845647258,0.0261235046105529,0.0191890086602441,0.0181268399991913,0.111239746648324,768.012824159804,3.162896569271701,8,10454,312214,263,Q13867,Bleomycin hydrolase,17,28575218,28619074
BLNK,0.97850026622449,0.826222802004622,0.940958931761889,0.954694059289875,10454,318326,264,BLNK,0.889097310536453,0.99029810333349,0.994129877047514,0.967953160910366,0.804296583598212,0.510052386587342,15.5836952658223,4.096025493400234,2,10454,318326,264,Q8WV28,B-cell linker protein,10,97951458,98031344
BMP10,0.0934555225258146,0.439286467092103,0.726724930910484,0.761173663726895,10454,318083,268,BMP10,0.018822938823936,0.0098616063147434,0.0537512523169615,0.0852902404125241,0.221300224194963,0.813951177036899,21.232617206542,21.552065667006868,27,10454,318083,268,O95393,Bone morphogenetic protein 10,2,69092613,69098649
BMP6,0.324959027226469,0.298933408774116,0.473475997039207,0.327448156580981,10454,313383,270,BMP6,0.668376835725968,0.0271971496176088,0.0080359174457844,0.316702378465856,0.504596449520617,0.545479975125616,24.4667931296581,3.1370460348425677,17,10454,313383,270,P22004,Bone morphogenetic protein 6,6,7727030,7881655
BMPER,0.480682417474558,0.463974441478285,0.171242408555293,0.0623003752777871,10454,318083,271,BMPER,0.739246564784424,0.823952437283162,0.599013022302541,0.271740881698865,0.0032548659410863,0.0013688805745047,32.4250682706742,3.9629414639706937,19,10454,318083,271,Q8N8U9,BMP-binding endothelial regulator protein,7,33944523,34195484
BOC,0.103890331468328,0.606638567808673,0.326261575918535,0.778309142180952,10454,313327,274,BOC,0.0606571087468748,0.014290213654843,0.0256870098045873,0.990622613235722,0.993861563523098,0.912133846852808,40.0040560750195,2.377207772459516,20,10454,313327,274,Q9BWV1,Brother of CDO,3,112929850,113006303
BPIFA2,0.0346731066127788,0.119698789079897,0.118846917985049,0.100109698744059,10454,319332,277,BPIFA2,0.643381406526904,0.738750339221841,0.531650920039464,0.278803171363002,0.436049014355038,0.485229301510145,41.5115909740487,5.271821656801518,7,10454,319332,277,Q96DR5,BPI fold-containing family A member 2,20,31749574,31769218
BPIFB1,0.946891531978026,0.583439582925287,0.0552346127667338,0.884919743271601,10454,312728,278,BPIFB1,0.829249603832373,0.0062742863373643,0.0014862381664898,0.20628441607833,0.122387151551075,0.106606669993659,174.580598204842,16.070988825441415,8,10454,312728,278,Q8TDL5,BPI fold-containing family B member 1,20,31861286,31897684
BPIFB2,0.950834406106962,0.709205447490503,0.0865369980502963,0.104406514767839,10454,317480,279,BPIFB2,0.856924828200074,0.439072949737569,0.203986595557515,0.923175797117153,0.44893994981327,0.206979262062604,199.183830269088,34.29409494318099,12,10454,317480,279,Q8N4F0,BPI fold-containing family B member 2,20,31595406,31611515
BRSK2,0.0906508041341158,0.283602943181303,0.147860116789033,0.150502928404514,10454,317463,287,BRSK2,0.0909070119600018,0.0788549809599404,0.136049503835082,0.0234999738502886,0.0192493328013317,0.0960822733325982,368.940230502396,75.5062621323301,19,10454,317463,287,Q8IWQ3,Serine/threonine-protein kinase BRSK2,11,1411129,1483919
BSG,0.0168745734660216,0.0176674411724192,0.136039481275108,0.09160231515804,10454,312340,288,BSG,0.339872014734697,0.0917685264928838,0.0492762780079007,0.623878803836508,0.712053116604582,0.507725537218183,32.3585068153648,4.522621111871128,14,10454,312340,288,P35613,Basigin,19,571297,583493
BST1,0.976247021151968,0.879363263670737,0.987616920814341,0.22696279183802,10454,312346,290,BST1,0.208813127661944,0.0458965809368393,0.0322915841374582,0.328684497927804,0.19862102260949,0.13116706796426,7658.98513961958,1815.960839363908,12,10454,312346,290,Q10588,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,4,15704573,15739936
BST2,0.0775952786601616,0.223503963783801,0.196809207647579,0.167883133186451,10454,312346,291,BST2,0.740962840060529,0.725345973175701,0.465385741685263,0.949640154747843,0.997181882658563,0.967547926963839,42.2668542738547,9.886982625314088,12,10454,312346,291,Q10589,Bone marrow stromal antigen 2,19,17513748,17516457
BTC,0.131752724713644,0.483508339295806,0.855154888449483,0.847156147565812,10454,313474,292,BTC,0.717010779232888,0.793074883748509,0.564313289251063,0.44853403101433,0.705608876747363,0.725765404367291,161.903456239302,7.787736286042538,15,10454,313474,292,P35070,Probetacellulin,4,75669969,75719896
BTD,0.643900014793436,0.638117150623939,0.960807752041015,0.88371849986199,10454,317354,293,BTD,0.820356573645626,0.970208943026572,0.924748906055121,0.873025288727264,0.984644960312321,0.941383187307202,142.058840277804,52.909289648976994,5,10454,317354,293,P43251,Biotinidase,3,15642848,15687329
BTN1A1,0.636433131330621,0.528078142496576,0.922358764338678,0.929807706808129,10454,317612,295,BTN1A1,0.976623332886393,0.461896738360753,0.214038914819463,0.786385437385037,0.221558607798593,0.0863739999782572,78.4004998700617,1.5691895049908633,6,10454,317612,295,Q13410,Butyrophilin subfamily 1 member A1,6,26501449,26510650
BTN2A1,0.179856998813705,0.426143012334942,0.103299830761999,0.735603560456961,10454,312493,296,BTN2A1,0.415015507159322,0.549511142957067,0.465318197024678,0.0186474944976218,0.0295880901420583,0.219674149021285,181.385441199606,14.774255570899983,11,10454,312493,296,Q7KYR7,Butyrophilin subfamily 2 member A1,6,26458150,26476849
BTN3A2,0.577307354826388,0.809416394886433,0.959184297382869,0.998124169830849,10454,312713,297,BTN3A2,0.881479831964712,0.909973750350575,0.68329232551631,0.016879562301158,0.0371228290556365,0.348694941320128,1715.68680633144,457.34959154074255,9,10454,312713,297,P78410,Butyrophilin subfamily 3 member A2,6,26365387,26378546
C1QA,0.88745859162814,0.739103882123747,0.160867073472793,0.288728276641057,10454,312454,301,C1QA,0.200748037104108,0.319713386664087,0.422343773693971,0.314725776352412,0.33821184681534,0.281999998815688,293.555210141034,42.01184368278604,14,10454,312454,301,P02745,Complement C1q subcomponent subunit A,1,22962999,22966101
C1QL2,0.0759517334061909,0.26790685153116,0.365462344226668,0.786269016917615,10454,318326,303,C1QL2,0.751422045630047,0.0229862908610341,0.0063612097596797,0.580997499653427,0.555517670241461,0.350655381529958,63.0283879746349,4.2950017288688205,18,10454,318326,303,Q7Z5L3,Complement C1q-like protein 2,2,119913819,119916465
C1QTNF1,0.437402466645899,0.669917553995137,0.452058913519392,0.93306119308012,10454,312497,304,C1QTNF1,0.0697869653341906,0.176650643681664,0.671986400692568,0.0580094061851761,0.124876378777125,0.451267723423656,94.5164741650344,14.837058713308949,12,10454,312497,304,Q9BXJ1,Complement C1q tumor necrosis factor-related protein 1,17,77018896,77045870
C1QTNF5,0.4809501864103,0.420059074916997,0.776197645926818,0.882916982300703,10454,318083,305,C1QTNF5,0.809737205008921,0.407336920813247,0.187369466462048,0.0881295272138879,0.144180305100538,0.325887151575271,29.069434845239,3.5058033026894537,5,10454,318083,305,Q9BXJ0,Complement C1q tumor necrosis factor-related protein 5,11,119209652,119217383
C1QTNF9,0.311523526883855,0.662390976324792,0.926870212533941,0.815973755480864,10454,318135,307,C1QTNF9,0.357127840883523,0.626171558835595,0.76631078316775,0.0796873862318633,0.207032250288409,0.779340569791143,1508.56489631311,477.24180243019504,26,10454,318135,307,P0C862,Complement C1q and tumor necrosis factor-related protein 9A,13,24881304,24896673
C1R,0.986402552497889,0.892144968304882,0.307989304964907,0.911109310590073,10454,317354,308,C1R,0.244287413444277,0.505819167450443,0.930824094228483,0.050291342047818,0.0960964021751245,0.355678836996071,128.086397885504,5.070961229665308,10,10454,317354,308,P00736,Complement C1r subcomponent,12,7187513,7245203
C1RL,0.443371949323093,0.622623638130091,0.292600148482925,0.566453453380159,10454,317409,309,C1RL,0.169766069023773,0.0187811877811038,0.0137918660618111,0.0614315859911388,0.142425794538376,0.527313566054006,208.377528077356,244.62567209745333,12,10454,317409,309,Q9NZP8,Complement C1r subcomponent-like protein,12,7242183,7261869
C1S,0.910039506478087,0.611244517252508,0.748341610966218,0.930488770179762,10454,317354,310,C1S,0.292391073072124,0.409010069135339,0.40976837857379,0.0173776674474362,0.0274834030058178,0.216033186110025,490.811893555013,55.84212772077978,8,10454,317354,310,P09871,Complement C1s subcomponent,12,7096351,7178336
C2,0.159886296195001,0.271295759866186,0.967983789641801,0.257599820311004,10454,312558,311,C2,0.207490885089377,0.0449776114472402,0.0317084906992538,0.169944433845532,0.0085123315655949,0.00568026613981,251.999649352447,88.51879652668072,10,10454,312558,311,P06681,Complement C2,6,31865562,31913449
C2orf69,0.772041359455789,0.706165225160823,0.801239802194078,0.801079466316318,10454,318237,313,C2orf69,0.250467312062411,0.438782508146688,0.567516802403376,0.696176783054595,0.0016779421677104,0.0003800369593148,15.6288939705279,4.510772260813201,4,10454,318237,313,Q8N8R5,UPF0565 protein C2orf69,2,200775979,200820658
C4BPB,0.348732857572338,0.440059417088054,0.14516334305837,0.977820776869095,10454,312549,315,C4BPB,0.126808926288527,0.205522416168324,0.361311000283795,0.230920668599318,0.17262617813075,0.149428899336187,137.99400284087,34.8317836925824,6,10454,312549,315,P20851,C4b-binding protein beta chain,1,207262187,207273338
C5,0.985470393535995,0.710024158489031,0.520994428567354,0.921381817942073,10454,317354,316,C5,0.268923364156144,0.114291524704072,0.0775418844833586,0.177618926690573,0.0236651957461547,0.0172568771717728,69.0215496424989,3.4849805664687383,9,10454,317354,316,P01031,Complement C5,9,123714616,123812554
C7,0.05502454107073,0.501360956429547,0.784837617777634,0.869217744756135,10454,318093,317,C7,0.171462553473846,0.120597793627215,0.12444582787026,0.0838965060702621,0.120686789541756,0.265208553472832,238.282209504159,52.941704979703545,22,10454,318093,317,P10643,Complement component C7,5,40909354,40983041
C7orf50,0.441574497755761,0.602679718907798,0.21882638005345,0.412129659846317,10454,317485,318,C7orf50,0.039513548560141,0.0409777425004246,0.142486232071984,0.918539792070074,0.68707045706511,0.389604536144579,50.5407324910444,2.8391690123206548,28,10454,317485,318,Q9BRJ6,Uncharacterized protein C7orf50,7,1036622,1177896
C8B,0.752747321379337,0.623560852724087,0.706026564169044,0.765182479535344,10454,317354,319,C8B,0.50438558399627,0.731254067948837,0.671111674643604,0.547610409451777,0.526532058376533,0.337141794243224,411.400328552494,26.672214077225394,15,10454,317354,319,P07358,Complement component C8 beta chain,1,57394883,57431813
C9,0.756280386227963,0.660607298198083,0.897283947211415,0.9080541751809,10454,317378,320,C9,0.626786582538737,0.760054668681391,0.576282884323063,0.84747896914019,0.266834941582745,0.106510171578118,17.8976680179524,4.022402963135911,16,10454,317378,320,P02748,Complement component C9,5,39284364,39424970
CA1,0.0130128701151094,0.565872289670095,0.0345442923387585,0.967645491651787,10454,313441,322,CA1,0.0100170667580063,0.0334228505075948,0.684159357392964,0.0181118958969081,0.0594798338700797,0.808161637867149,56.285753840862,2.9850782062082075,2,10454,313441,322,P00915,Carbonic anhydrase 1,8,86239837,86291243
CA12,0.873978117340478,0.615065626061763,0.900423880146931,0.928948138395944,10454,312825,324,CA12,0.590129154403687,0.851767191766469,0.860790623849885,0.0200694952467965,0.0663693192647691,0.889766085047644,144.549651023327,6.190994672483973,8,10454,312825,324,O43570,Carbonic anhydrase 12,15,63613577,63674360
CA13,0.347347154581679,0.5752571932882,0.00258913608173761,0.911390961858772,10454,312990,325,CA13,0.0007010101527888,3.27053756672383e-07,1.8100561904785e-05,0.445451147152287,0.307155447150325,0.182321285555676,691.732997643432,15.5015327365083,2,10454,312990,325,Q8N1Q1,Carbonic anhydrase 13,8,86132816,86196302
CA14,0.362603927796595,0.65337737932652,0.732638206264414,0.381769223611018,10454,312360,326,CA14,0.0391772338722019,0.0187184954107715,0.0543034384482239,0.328421940868091,0.164999878997077,0.103647124262844,171.666524422582,4.054987506135986,7,10454,312360,326,Q9ULX7,Carbonic anhydrase 14,1,150229554,150237478
CA3,0.833683831763754,0.357468395129375,0.224444413753842,0.919031151386859,10454,312273,328,CA3,0.404112232823002,0.0346713218327711,0.0140856728465343,0.160802635643492,0.187061372652756,0.239085811031623,45.9417707002548,8.005386115608115,3,10454,312273,328,P07451,Carbonic anhydrase 3,8,86285665,86361269
CA4,0.531603132682743,0.927205081293433,0.675504848759746,0.685640371471814,10454,312214,329,CA4,0.70411681376315,0.847686091872154,0.666045107382877,0.345031475628611,0.219565602717817,0.143449537045841,404.882938261762,67.458618430177,4,10454,312214,329,P22748,Carbonic anhydrase 4,17,58227297,58248260
CA5A,0.21596853849045,0.38315631305108,0.567819989981904,0.467545829397671,10454,313327,330,CA5A,0.886355878404446,0.273429603989476,0.108710010570831,0.823762595809222,0.800878306219143,0.529947076557855,729.073116183094,71.55490101220379,18,10454,313327,330,P35218,"Carbonic anhydrase 5A, mitochondrial",16,87921625,87970135
CA6,0.404725007252473,0.512254983392808,0.425540886096456,0.608235001672088,10454,312749,331,CA6,0.284734664567445,0.1540518194087,0.107099235190943,0.0017754300872206,0.0072843725288692,0.783174054468417,236.331375690834,26.051188358901054,25,10454,312749,331,P23280,Carbonic anhydrase 6,1,9005926,9035151
CA9,0.0772594672683578,0.311247930424574,0.636476432978957,0.587013401761474,10454,312360,334,CA9,0.812542351572773,0.462642782418357,0.222948249155571,0.831571141104754,0.714397117633238,0.428312128819784,35.2372821293759,2.387543883166462,11,10454,312360,334,Q16790,Carbonic anhydrase 9,9,35673853,35681156
CACNB3,0.935860853771629,0.974936259937711,0.905991525223197,0.967143428228278,10454,317463,339,CACNB3,0.753889038687374,0.799257098611909,0.554203031797022,0.845992812258557,0.944008009821964,0.780694484682489,28.8499167050823,7.930464204466748,8,10454,317463,339,P54284,Voltage-dependent L-type calcium channel subunit beta-3,12,49207577,49222724
CACYBP,0.173719239985955,0.649877266197387,0.953567561383174,0.912258526194382,10454,318138,340,CACYBP,0.863730165809777,0.775926820125444,0.489367537283343,0.814623228848325,0.0228571084269266,0.0061630506048747,52.529024245105,1.79401730459109,4,10454,318138,340,Q9HB71,Calcyclin-binding protein,1,174968300,174980851
CALB2,0.978592188181479,0.572323243749486,0.856950296836577,0.960403121110092,10454,313518,343,CALB2,0.7977794580574,0.797779458047986,,0.0192357863922139,0.0196126241130893,,11.9587471515997,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f491c71b800> [RTYPES.NILSXP],6,10454,313518,343,P22676,Calretinin,16,71392616,71424341
CALCA,0.968543788186956,0.785039152928616,0.41161548123765,0.948770938532389,10454,312974,344,CALCA,0.431042200696056,0.133647220913079,0.0650008344300458,0.0901276597359739,0.0037135031334681,0.0039222605754337,114.82518124173,4.624474725079864,3,10454,312974,344,P01258,Calcitonin,11,14988214,14993900
CALCB,0.893100125270559,0.693589385674987,0.696775877330596,0.747054958890907,10454,317485,345,CALCB,0.967305843252603,0.0248864996271147,0.0065776417706122,0.0420349475206856,0.0964174893125111,0.460637778675459,14.2111338152632,4.191984611705118,16,10454,317485,345,P10092,Calcitonin gene-related peptide 2,11,14926543,15103888
CALCOCO1,0.00202035161289288,0.0738761014477149,0.708283196977768,0.98985098028833,10454,312490,346,CALCOCO1,0.367426866488762,0.627239285853691,0.728450541932207,0.0857588184643736,0.136066406971569,0.308522240326107,55.4459752988183,2.07040759387019,4,10454,312490,346,Q9P1Z2,Calcium-binding and coiled-coil domain-containing protein 1,12,54104903,54121529
CALCOCO2,0.858439095399023,0.948438091646954,0.258872263506453,0.974161403416603,10454,318239,347,CALCOCO2,0.336313334127218,0.248891381405166,0.172971629408123,0.627096030414735,0.742431034643044,0.548711229366178,14.3917147980989,5.195541309143898,4,10454,318239,347,Q13137,Calcium-binding and coiled-coil domain-containing protein 2,17,46908350,46943884
CAMKK1,0.197047510353864,0.390666519564644,0.0205570403237869,0.0661164671609216,10454,313474,349,CAMKK1,0.245372341437894,0.495792042779083,0.816581115124635,0.0052703819471767,0.01766986349021,0.591790544469523,83.9658235547604,3.666533528313273,12,10454,313474,349,Q8N5S9,Calcium/calmodulin-dependent protein kinase kinase 1,17,3763609,3798185
CANT1,0.0524677429369989,0.258748424365863,0.0810239656033532,0.281832208409989,10454,312720,352,CANT1,0.358368998018453,0.415903230932689,0.339848854472101,0.420898531063719,0.700393705730407,0.799639744036876,18.8871653934893,2.4581985085014475,10,10454,312720,352,Q8WVQ1,Soluble calcium-activated nucleotidase 1,17,76987799,77005949
CAPG,0.175883345178295,0.334491896460658,0.583400832829634,0.640958602091221,10454,312932,353,CAPG,0.803106648659743,0.943246542825921,0.81509316535571,0.0598464713565345,0.0501115788556405,0.117871792372279,607.934415531918,65.32122136936873,23,10454,312932,353,P40121,Macrophage-capping protein,2,85621871,85645555
CARHSP1,0.885023318917815,0.509956039196905,0.59596134719407,0.840977218292933,10454,313518,356,CARHSP1,0.22664717744143,0.436272196591261,0.656942675593415,0.959506703923628,0.400655419653947,0.176514711141579,14.397165759742,3.087244535829479,17,10454,313518,356,Q9Y2V2,Calcium-regulated heat-stable protein 1,16,8946799,8962866
CASP10,0.211075375058488,0.99844747383339,0.700783855477425,0.85803591809524,10454,313518,359,CASP10,0.703947268321033,0.875374884648319,0.727080632823216,0.0870015760758789,0.0281714486184335,0.0401888390900146,61.226641567251,4.59088499019735,5,10454,313518,359,Q92851,Caspase-10,2,202047604,202094129
CASP3,0.145917708134812,0.488562836014409,0.352694630497699,0.966707046344622,10454,312214,361,CASP3,0.269931982790591,0.236645495423004,0.196893271151805,0.126605816048543,0.309506624465498,0.913064601795896,47.8590586568923,4.738737678803174,6,10454,312214,361,P42574,Caspase-3,4,185548850,185570663
CASP7,0.831686715298355,0.652191343469687,0.843257405311048,0.830698649913743,10454,317485,363,CASP7,0.986257597671905,0.448932500870741,0.20570602887845,0.569781290424944,0.537930977890663,0.33826377220316,22.4524415931551,4.691984960769175,14,10454,317485,363,P55210,Caspase-7,10,115438942,115490662
CASP8,0.0624289790096228,0.299675829670844,0.00647192309985667,0.0183959704730087,10454,312471,364,CASP8,0.263336689505873,0.0051834800411751,0.0023255101063202,0.0973165181160556,0.252083624721373,0.933257332480947,267.861666225677,16.379998727816925,4,10454,312471,364,Q14790,Caspase-8,2,202098166,202152434
CASP9,0.589484365747153,0.403800103005249,0.961228801809352,0.981856528397995,10454,318326,365,CASP9,0.890787439409049,0.943928196359315,0.756005824377156,0.828337034157248,0.45251640259453,0.214790129631601,17.0760512889565,7.760851766896613,9,10454,318326,365,P55211,Caspase-9,1,15817327,15853029
CAT,0.0108267740858888,0.0485476691527438,0.352738159492534,0.399929219996311,10454,317840,367,CAT,0.518909913100108,0.135555504171401,0.0584602358136326,0.679462821510767,0.504145612626331,0.273512134957711,48.7406243388018,3.8340765436851054,14,10454,317840,367,P04040,Catalase,11,34460472,34493609
CBLN4,0.32063770995438,0.47347028635275,0.165328879474876,0.221667618336728,10454,312360,370,CBLN4,0.520709598530738,0.526950542651302,0.351291130068888,0.68232688108197,0.918063360976302,0.953095907194625,66.7145543192303,7.365366340585066,10,10454,312360,370,Q9NTU7,Cerebellin-4,20,54572496,54580528
CBS,0.23661442018256,0.717009974308764,0.740562068425347,0.655486027044242,10454,318239,371,CBS,0.163719605608196,0.0877799122080797,0.0871487210603106,0.252741597250135,0.433214351164108,0.54576365378442,24.8092729081358,9.615651662275424,7,10454,318239,371,P35520,Cystathionine beta-synthase,21,44473301,44497053
CC2D1A,0.612486578108218,0.332670450257999,0.789748595106545,0.638843565558826,10454,312918,373,CC2D1A,0.900502204111987,0.164645702565428,0.0580542818595675,0.0090222588384621,0.0062007295891343,0.0672962531362273,18.8874947524573,4.870053904700979,6,10454,312918,373,Q6P1N0,Coiled-coil and C2 domain-containing protein 1A,19,14017014,14041692
CCDC50,0.568841050631203,0.619208388017331,0.232838749105008,0.748420656066023,10454,317463,377,CCDC50,0.679708925157936,0.0923748126296501,0.0321002191571681,0.173815180064448,0.319825580989789,0.511873912984551,15.3583101534715,2.890349588643616,8,10454,317463,377,Q8IVM0,Coiled-coil domain-containing protein 50,3,191046866,191116459
CCDC80,0.243460989785996,0.60863459639918,0.950530996455774,0.982143132722222,10454,312630,378,CCDC80,0.881818626840669,0.767458725485646,0.476346122897466,0.848279814702301,0.566685435741842,0.29441995353294,33.0958523383377,2.820137588745869,4,10454,312630,378,Q76M96,Coiled-coil domain-containing protein 80,3,112323407,112368377
CCL11,0.537475238529311,0.764869659797146,0.918206640340615,0.874444724391146,10454,312284,380,CCL11,0.231577444600277,0.387203306131557,0.494596865259529,0.990475437836829,0.981028778195765,0.845113385739886,31.3672752652552,4.965330648606711,12,10454,312284,380,P51671,Eotaxin,17,32612687,32615353
CCL13,0.474730117161988,0.701238951065324,0.0215107335572273,0.0146164236617897,10454,312349,381,CCL13,0.221760944401936,0.123376846499906,0.100851458227046,0.205481504455252,0.152799320100935,0.142173123594895,145.543403972889,21.404686318277452,15,10454,312349,381,Q99616,C-C motif chemokine 13,17,32683471,32685629
CCL14,0.0664010004664424,0.370068006917372,0.294461985861248,0.965674816517492,10454,312730,382,CCL14,0.238777155394728,0.38122283072593,0.462025214124785,0.131121196969634,0.069104642903142,0.0799909479239235,367.789817169645,104.03154240334402,13,10454,312730,382,Q16627,C-C motif chemokine 14,17,34310327,34329100
CCL15,0.338341113835074,0.406238534888847,0.114482627094833,0.13951426891812,10454,312214,383,CCL15,0.902153867462376,0.60931254246526,0.32326583135568,0.699825759869802,0.576756823127764,0.32920701956339,2164.72498269663,1216.0198904859965,14,10454,312214,383,Q16663,C-C motif chemokine 15,17,34323476,34329084
CCL16,0.947343821482665,0.79206648897136,0.768364737338925,0.999999858257855,10454,312214,384,CCL16,0.439038925905609,0.472855067759999,0.343016348972869,0.177846236152945,0.149880579758982,0.159358565942763,1267.4417952146,449.54728183442694,13,10454,312214,384,O15467,C-C motif chemokine 16,17,34303529,34308532
CCL17,0.276029871624858,0.530818612732159,0.978926971464077,0.940451800327453,10454,312725,385,CCL17,0.230022832614205,0.449198576071887,0.689228771289031,0.915821948165175,0.916675846504755,0.686563884810244,120.662806638248,24.15226783157298,11,10454,312725,385,Q92583,C-C motif chemokine 17,16,57438679,57449974
CCL18,0.466444905938361,0.470158959401755,0.258148969184598,0.263078470024628,10454,313113,386,CCL18,0.957392072623701,0.664272031162843,0.366577387653623,0.0381163715653297,0.0061872331216214,0.0153948375441331,174.824882746974,10.929446061221423,13,10454,313113,386,P55774,C-C motif chemokine 18,17,34391640,34399392
CCL2,0.580049507378344,0.538325031129507,0.514070329398036,0.966100195689486,10454,312975,388,CCL2,0.470664994591476,0.584522059124196,0.456888833482789,0.0773575388277679,0.0812230546001946,0.167904760239903,11.7959262448109,2.9956608708211263,13,10454,312975,388,P13500,C-C motif chemokine 2,17,32582304,32584222
CCL20,0.825966658902837,0.617774117256844,0.94084251151478,0.839913850960471,10454,312284,389,CCL20,0.244745872324572,0.497098157832624,0.832096767651651,0.895408081932382,0.955487371383493,0.785904160743716,10.9691780152573,2.1097608487054185,12,10454,312284,389,P78556,C-C motif chemokine 20,2,228678558,228682272
CCL21,0.911553271038396,0.589441191084474,0.175610736650388,0.920198935473175,10454,312493,390,CCL21,0.210561684097248,0.422950964200161,0.695207636262957,0.527523432346428,0.574038443163688,0.399126157985944,47.7862970252757,3.5995448196441084,5,10454,312493,390,O00585,C-C motif chemokine 21,9,34709002,34710121
CCL22,0.156486811009345,0.606703834488999,0.679424228368289,0.692646122371947,10454,313001,391,CCL22,0.953952809634731,0.686656283231986,0.386960159012695,0.647592627513311,0.596055847309345,0.363463065249502,44.134120833756,2.7248621206913652,15,10454,313001,391,O00626,C-C motif chemokine 22,16,57392684,57400102
CCL23,0.167004739112986,0.47361142944366,0.59010991282909,0.780834836624361,10454,312493,392,CCL23,0.441455080359151,0.0731123144266653,0.0312563753691671,0.519095941396679,0.0366352143852149,0.0127909761058003,319.272614081636,54.28552225289116,14,10454,312493,392,P55773,C-C motif chemokine 23,17,34340096,34345005
CCL24,0.891926730157707,0.497203883702172,0.893618530857476,0.972946939571575,10454,312549,393,CCL24,0.568092131531186,0.804879032039673,0.742143315960411,0.0517870797365382,0.143828793769273,0.757131786350789,4011.74350700746,510.48257706329923,20,10454,312549,393,O00175,C-C motif chemokine 24,7,75440983,75452674
CCL25,0.286087087885593,0.552470364883057,0.308836304753266,0.573301978550221,10454,312284,394,CCL25,0.171929862495298,0.278551409203835,0.406053410760936,0.495845751987505,0.0865023269067271,0.0352846887235256,822.860162854694,35.51492358681366,21,10454,312284,394,O15444,C-C motif chemokine 25,19,8117651,8127534
CCL26,0.670680579343438,0.433498296865314,0.85804965292837,0.939326053443619,10454,312713,395,CCL26,0.140653214148633,0.29347314130381,0.595895809925535,0.145359065293569,0.106517175521906,0.124593306851809,22.878756041647,2.9090203057693946,18,10454,312713,395,Q9Y258,C-C motif chemokine 26,7,75398851,75419214
CCL27,0.878124965384606,0.669968195665139,0.585866422134765,0.698248718263343,10454,312630,396,CCL27,0.873367418194863,0.732225223812559,0.43937884752799,0.258240187836263,0.229905919129882,0.197333112541672,111.662455783868,8.525281687745146,10,10454,312630,396,Q9Y4X3,C-C motif chemokine 27,9,34661877,34664045
CCL28,0.557327430685948,0.723529980056597,0.110552643784802,0.870396972039774,10454,312835,397,CCL28,0.0927159292972964,100,,0.210701795778232,,,11.2859226564946,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f7e120b6840> [RTYPES.NILSXP],3,10454,312835,397,Q9NRJ3,C-C motif chemokine 28,5,43376747,43412493
CCL3,0.130384381193276,0.295728986214209,0.929245275467013,0.624968236188503,10454,312713,398,CCL3,0.46540266703952,0.407387910883477,0.261070067518381,0.466042573255371,0.0398660180369998,0.0150286180478439,179.707908966099,2.4519653515301667,11,10454,312713,398,P10147,C-C motif chemokine 3,17,34415602,34417515
CCL4,0.999001159361304,0.763546491342936,0.858887103534208,0.851910234214651,10454,312609,399,CCL4,0.89644035485426,0.405724174363022,0.181275343819847,0.592791807214991,0.639105232438971,0.435026475435621,51.9275739379036,4.796806986117009,9,10454,312609,399,P13236,C-C motif chemokine 4,17,34430983,34433014
CCL5,0.316911575830418,0.43324203193708,0.152280125927815,0.358793038349821,10454,312497,400,CCL5,0.411778751533237,0.465437645116287,0.354892423239737,0.739887088957232,0.314922304119381,0.13795439985585,184.209985138996,2.28082616137787,3,10454,312497,400,P13501,C-C motif chemokine 5,17,34198495,34207797
