gene_names,pg_adsp,pg_adsp.1,pg_adsp.2,pnl_adsp,pnl_adsp.1,pnl_adsp.2,pg_ukb,pg_ukb.1,pg_ukb.2,pnl_ukb,pnl_ukb.1,pnl_ukb.2,adsp_size,ukb_size,ukb_prot_sample_size,gene_ind,protein_name,gene_name,pg_adsp_combined,pnl_adsp_combined,pg_ukb_combined,pnl_ukb_combined
P13385,0.3638542024944072,0.0226381940898514,0.1940209185047018,0.3521952276591054,0.0235025691722611,0.7677311350637235,0.0076053866285128,0.0243586605143002,0.8147021230572437,0.0028529127050566,0.0436745176442026,0.9045162237078276,10454.0,313518.0,41494.0,2640.0,Teratocarcinoma-derived growth factor 1,TDGF1,0.059269254504025426,0.0727231618107198,0.017874453622199915,0.008260209054901324
P13500,0.831926798320767,0.2894693010244482,0.6674895140259306,0.6690729575468366,0.8323488453864524,0.4229080696381618,0.6752607204781556,0.296504407235034,0.1257649344801552,0.7190240007810749,0.4238606058321914,0.2584971810103723,10454.0,312975.0,42103.0,388.0,C-C motif chemokine 2,CCL2,0.649019860506161,0.6915467098840892,0.27714818184061174,0.46096681206439355
P13501,0.4035534723216738,0.4185039108703007,0.3401173358026711,0.5568065531196755,0.3959320919339419,0.407963641875359,0.3796563040173998,0.3566629346083977,0.8164571584324897,0.9470634482537116,0.8872873043320281,0.3460666928955652,10454.0,312497.0,42672.0,400.0,C-C motif chemokine 5,CCL5,0.3859235993121368,0.45196333499151425,0.5686302132531456,0.8875700350749718
P13521,0.6415571692638014,0.3952653682911416,0.0053129059526019,0.8290940881039882,0.6587515444720052,0.5397678009521032,0.0242026029467779,0.0077090176543018,0.0216635176249277,0.8136370031705156,0.9896613198280126,0.7919891760915037,10454.0,312528.0,42644.0,2354.0,Secretogranin-2,SCG2,0.015962834153171235,0.7115301458907322,0.01381490910541372,0.9716476101824703
P13591,0.7716674978202263,0.2498328520837009,0.4863259527369235,0.9032514036141994,0.3473293595132805,0.3561937554121042,0.797263810794688,0.3883885950147345,0.7739223239042065,0.7025425000187607,0.3873033184165096,0.7412023327653403,10454.0,312497.0,42672.0,1819.0,Neural cell adhesion molecule 1,NCAM1,0.5108493213755452,0.7002157277718694,0.6978553373988222,0.6315318015787261
P13598,0.820998536403522,0.3116352621236553,0.8736936218942302,0.8120027894116342,0.2277823814751764,0.9073093541441865,0.9846504939423382,0.1742350276311137,0.482486081246125,0.969086626651488,0.1705194064414547,0.4734341877573165,10454.0,312214.0,42997.0,1315.0,Intercellular adhesion molecule 2,ICAM2,0.7651978554351628,0.7821946760742522,0.9502181222759029,0.8919546641711144
P13611,0.8134866218376734,0.690225671280509,0.0655339394315312,0.7509965464275219,0.9139197453061152,0.3085701308728095,0.9164061510974326,0.8661945156101075,0.834461341228526,0.911483998929302,0.947049685333925,0.8946368428593781,10454.0,312346.0,42852.0,2848.0,Versican core protein,VCAN,0.2726358608787629,0.7923591114507537,0.8817880993590956,0.9242576483822027
P13647,0.6022033801866297,0.6858911887427097,0.5018902960105129,0.8156375388033628,0.6576105255857659,0.6441394743405608,0.6005350744836093,0.3326398091997894,0.652308158053748,0.353145498301727,0.4854829989036791,0.3241985479034743,10454.0,313518.0,41494.0,1534.0,"Keratin, type II cytoskeletal 5",KRT5,0.6023610905207095,0.7245911861222716,0.5280670637072266,0.382644439981327
P13667,0.0751619158624388,0.3633886553754358,0.8796733790506446,0.3001197336392543,0.2455441972161677,0.8528536840956281,0.0765759050196608,0.2085222216384076,0.2413924137590477,0.8857902785582781,0.6883671781131973,0.6417123338957195,10454.0,317421.0,36764.0,2011.0,Protein disulfide-isomerase A4,PDIA4,0.3059240079549628,0.5267306249958597,0.13888902926837493,0.78791499493158
P13686,0.1174928669226552,0.5708503517705278,0.7453455663600406,0.1349750535414758,0.6030024376842591,0.8648280197713643,0.655105032178527,0.5456006727943753,0.1871078605271223,0.7691408959034016,0.8163859922560261,0.3210347325257981,10454.0,312483.0,42680.0,19.0,Tartrate-resistant acid phosphatase type 5,ACP5,0.3621075444301836,0.5350553120156191,0.414432159504329,0.6897207239758693
P13726,0.2595326820462926,0.6446633693460877,0.7589366512186526,0.2835610516554817,0.7765130579714368,0.5426262403263525,0.5161859458099176,0.5055679513914093,0.473180414843535,0.4782285679039136,0.5110166549082729,0.4557448187317977,10454.0,312587.0,42574.0,986.0,Tissue factor,F3,0.5632963523173,0.5534252254926101,0.4982950827213167,0.48157828059082525
P13727,0.0933330670739919,0.3266939663912648,0.3408652477042048,0.071818806403826,0.8183121851730131,0.3812302278939631,0.2485251133143031,0.8388531769675258,0.6539418571382092,0.2973278741000021,0.8923135954304002,0.98497699176942,10454.0,317421.0,36764.0,2138.0,Bone marrow proteoglycan,PRG2,0.18835237098321422,0.2401982394805064,0.6318957957625255,0.9591972497122369
P13747,0.6260187263590555,0.5309072753891853,0.8993695089883555,0.6516644384808534,0.3992257685744723,0.663868232640276,0.7944093567101134,0.0808887438879281,0.4625022678764589,0.6244778838819647,0.1275388201856265,0.3507854646356905,10454.0,312713.0,42415.0,1275.0,"HLA class I histocompatibility antigen, alpha chain E",HLA-E,0.7776540159300209,0.5783989912368724,0.27018889597402906,0.28170259187145336
P13796,0.414321754516337,0.0136479837677218,0.4425231735772763,0.2919406311370667,0.2466649867822496,0.6647434607329701,0.6083788881344743,0.3435533328631412,0.3544877933767044,0.5515593586954464,0.834261265802122,0.8684461303451854,10454.0,317421.0,36764.0,1564.0,Plastin-2,LCP1,0.03996747662873573,0.37725486343221465,0.4297637207517342,0.8021173276418843
P13929,0.8477731378166439,0.2617460784583403,0.9607485838166758,0.6135031401893112,0.8940252892854587,0.985527968856582,0.1977699233809443,0.8748955115268123,0.5295204093114252,0.532226593992106,0.5625006120151772,0.8106028141268752,10454.0,318239.0,35805.0,927.0,Beta-enolase,ENO3,0.8983075923498991,0.9623486214629768,0.6126274870587267,0.6702966472434175
P13987,0.7675762630096606,0.5036348337899872,0.1439857569573535,0.8901321735783726,0.3133367368816279,0.0713115135205805,0.0261468493294436,0.0344531822952361,0.0394736165355453,0.1864711412007766,0.1612893425260086,0.3142702640014018,10454.0,313918.0,41005.0,456.0,CD59 glycoprotein,CD59,0.4043733045456956,0.2936867566889264,0.03239940319523332,0.2060243000945573
P13995,0.0571191924458421,0.0083522523293494,0.4317182424519054,0.2377968190730869,0.4465311893032851,0.4391154645441346,0.4384841564099124,0.746987500157049,0.920660309116372,0.907659571206777,0.7454700818092161,0.5937006016564033,10454.0,317485.0,36674.0,1771.0,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",MTHFD2,0.021751924653922172,0.35729230660691735,0.8195989942532613,0.8168366897434634
P14136,0.2417714797496916,0.6850931767054806,0.7986164966913155,0.4087906226491925,0.750885384592209,0.6719947086817553,0.6704952001535482,0.5874202525073418,0.684618443072541,0.6531519618976032,0.5954279701654543,0.632903493685876,10454.0,313531.0,41433.0,1141.0,Glial fibrillary acidic protein,GFAP,0.5993592721348735,0.6311242558799468,0.6501553867447589,0.6279001838716435
P14151,0.984493836574284,0.4651203732436957,0.4096955072587949,0.9262201233589672,0.7909219854727257,0.3986167393191296,0.2710167068808383,0.8115246827484135,0.1073710083888547,0.2424507294877845,0.7923248733967866,0.0956735917364921,10454.0,317354.0,36825.0,2383.0,L-selectin,SELL,0.9528626238753622,0.8335407050713658,0.29581248416326644,0.2518130904585677
P14174,0.0500560155848486,0.7234353557124479,0.991217483167249,0.0481893414544349,0.4778509286265028,0.7006466532977773,0.983280492404944,0.9919236601340692,0.945444358583647,0.5842937272801003,0.8353435118785006,0.4528788027808852,10454.0,312699.0,42432.0,1722.0,Macrophage migration inhibitory factor,MIF,0.9690667699755706,0.14984548049511087,0.9851370395784385,0.6781622444926814
P14210,0.4310452979385624,0.7342546904312651,0.9400249101146172,0.9294706324555788,0.721327113133727,0.4708033457688039,0.6614291796828268,0.5142454275079813,0.3688068549917875,0.988135525206953,0.3159424805760735,0.4824467000689888,10454.0,312284.0,42934.0,1264.0,Hepatocyte growth factor,HGF,0.8509167631293086,0.832940900692824,0.5172993319655407,0.9635843427512218
P14317,0.4495542044868457,0.0596418696880372,0.02102800902794,0.9269598919020609,0.4924379432489071,0.0877575508572602,0.2667147200595496,0.0656873996078522,0.0037177761267275,0.6295998166571665,0.0938110518736875,0.3805389535619689,10454.0,312284.0,42934.0,1253.0,Hematopoietic lineage cell-specific protein,HCLS1,0.046143454856606536,0.5752485166251848,0.010456469288187775,0.23693272456117986
P14384,0.3508446412065675,0.3315374343049108,0.0696381870728774,0.4742385806732858,0.4998064032924948,0.070035040497026,0.379482087424871,0.0971080804098445,0.0497716821870466,0.3246094231499835,0.0926468433983837,0.0393312289178786,10454.0,312528.0,42639.0,659.0,Carboxypeptidase M,CPM,0.15681226595405734,0.1854460027000513,0.09351011522157837,0.07795118293003034
P14543,0.7533037316709413,0.7851781666766483,0.5892397487467842,0.7854121177317905,0.7542647932122639,0.5889213141911293,0.0060638097556931,0.4790503808109813,0.2736067865809068,0.0163448195869204,0.9736021782165676,0.5507485713349214,10454.0,312613.0,42526.0,1863.0,Nidogen-1,NID1,0.7247734688882156,0.7252021566242948,0.01785892017645585,0.12463465122432443
P14555,0.5801161954349863,0.8612432866314977,0.019703875262687,0.5557350271170505,0.750876450813754,0.0193273019983522,0.72843872215514,0.9030147875783332,0.7529434151511372,0.8501266080727736,0.6349878235491416,0.9308563791672416,10454.0,312718.0,42410.0,2063.0,"Phospholipase A2, membrane associated",PLA2G2A,0.06847410832798267,0.06176261580246434,0.8299651239045176,0.8702404146042197
P14778,0.3836645070735888,0.5658592466421086,0.997525846657198,0.482285352647401,0.5071519116985336,0.5316801510854611,0.2736356246798302,0.4795247504424883,0.3900112076652919,0.2192844460885228,0.432064018086513,0.508514287952133,10454.0,312704.0,42431.0,1387.0,Interleukin-1 receptor type 1,IL1R1,0.9925687597662096,0.5070672805781327,0.37110076322648666,0.36064165694696493
P14780,0.993419604531702,0.402116577651907,0.1952047524698488,0.7225797497200773,0.7854154270553302,0.199506301072514,0.9878816677240132,0.8958730479750384,0.3544910645289479,0.8544567596453783,0.9616740472788036,0.4395386024221855,10454.0,312703.0,42430.0,1739.0,Matrix metalloproteinase-9,MMP9,0.97954803366481,0.5741413375384141,0.9668583033297087,0.9081406693560995
P14902,0.7401139314855285,0.7217657440475727,0.1107224477337964,0.8246783025799053,0.7263200070365663,0.24679944913651,0.9194622294097696,0.9697003904373084,0.3439147705145883,0.254012285693658,0.4932113724529976,0.7815241562131274,10454.0,318239.0,35805.0,1322.0,"Indoleamine 2,3-dioxygenase 1",IDO1,0.3993481696321738,0.6449516130583188,0.9318978870736733,0.5237455858414701
P15018,0.5682569266456824,0.9797293062565242,0.6687032730205791,0.7118205213416009,0.6781651826346249,0.6147791233961324,0.4090979334124203,0.2454846784092344,0.1873397131716205,0.984489428873118,0.5801805181393944,0.5632531149412057,10454.0,313518.0,41494.0,1585.0,Leukemia inhibitory factor,LIF,0.9427013180964751,0.6711236922438353,0.25980647906742727,0.9547575497086932
P15085,0.7961933812060503,0.9684220358285478,0.7339995826999891,0.9846933091132786,0.3140978492802567,0.4146290705658896,0.4342511405189275,0.2225475054989439,0.4262457685248134,0.2727105894877553,0.9089616933662178,0.2459012746757007,10454.0,312214.0,42997.0,652.0,Carboxypeptidase A1,CPA1,0.9238118603005856,0.9522390674938845,0.34118323410360873,0.6482528734218233
P15086,0.5700672336818431,0.2667188895509007,0.5444346236389732,0.5239025437462685,0.3176211558805687,0.6207116907499421,0.2607231275812406,0.1775374904052478,0.5219845250544388,0.2221467851830088,0.2203991076309184,0.4543795252498768,10454.0,312214.0,42997.0,655.0,Carboxypeptidase B,CPB1,0.4437379338034518,0.48183338108042584,0.2808313909457607,0.2762244673322096
P15090,0.6023308389552978,0.4843585784933191,0.3486715075247574,0.6192486464820406,0.9727208027850716,0.5901009007050771,0.8766553528014603,0.6696281441957065,0.2321148220973613,0.634890895362944,0.3867593815157346,0.1554767944055015,10454.0,312214.0,42997.0,992.0,"Fatty acid-binding protein, adipocyte",FABP4,0.4755449884539197,0.9239934347689808,0.6812782265525302,0.32779896860553714
P15144,0.739535256268872,0.3410949189679471,0.7871300030974645,0.8741341555735239,0.2846041861937817,0.5582839357761682,0.8334576706535424,0.0709727102229305,0.2763322192197271,0.493642636553572,0.4502061193152677,0.7307737426233645,10454.0,312550.0,42604.0,129.0,Aminopeptidase N,ANPEP,0.660589036045255,0.6702788597834555,0.22450429293117413,0.5737966768588878
P15151,0.8583637082418831,0.7156820970364627,0.1195634681133926,0.7710645450514384,0.9069720318894784,0.1139494167202736,0.4058335516504183,0.8220070655320233,0.7016574578985053,0.1909440010303421,0.4063284190461531,0.8551341494437124,10454.0,312346.0,42852.0,2210.0,Poliovirus receptor,PVR,0.5386289554150337,0.671439931018155,0.6891918486553251,0.5294386435712788
P15260,0.0551610361106645,0.1038963946740592,0.1575488093051785,0.0676673888918283,0.1065513521944755,0.6069738301113341,0.9482899050826734,0.6440785710467195,0.7569662313136393,0.5073008434276409,0.7813167463009842,0.4257531561613588,10454.0,312493.0,42688.0,1330.0,Interferon gamma receptor 1,IFNGR1,0.08842992853762766,0.12631885608320592,0.8807908406032734,0.6028351543315268
P15289,0.6559358514674389,0.7075227251751618,0.3866925727913834,0.4591363189524133,0.9083303505213556,0.3329835387486695,0.4411541592021397,0.929876854639931,0.4007287343686626,0.4907613721213989,0.7585881167306916,0.4358697806977578,10454.0,312640.0,42502.0,184.0,Arylsulfatase A,ARSA,0.5951751444818184,0.7313719418000543,0.793483629427707,0.5851470238674664
P15291,0.3332523999273257,0.3215491697534172,0.8931850971090918,0.5877147413799542,0.3619357839723771,0.739999685213692,0.060842687138428,0.2437827172573181,0.6245014697314246,0.0240699239550915,0.4116566111568572,0.5574063069128614,10454.0,312493.0,42688.0,228.0,"Beta-1,4-galactosyltransferase 1",B4GALT1,0.6610201014068375,0.5788434372015735,0.1520494227483003,0.07060851456364658
P15311,0.92615319721773,0.6472923624773845,0.3748449786984467,0.8511387361656072,0.8896546581930087,0.2916843443365111,0.1026219124677033,0.1047295562660274,0.1192240522596661,0.7874589501391656,0.1035742303424952,0.7750612306740221,10454.0,312346.0,42852.0,978.0,Ezrin,EZR,0.8066817195982992,0.7944404986283857,0.10839831027430441,0.44490007198227915
P15328,0.2915401576822624,0.9910273723735236,0.235782454353628,0.3926404190531483,0.5216991930695261,0.7952846774246831,0.8779865044068265,0.7298059499052145,0.6590725990788272,0.7775048954206875,0.6382939145622055,0.7276617722797656,10454.0,312725.0,42431.0,1075.0,Folate receptor alpha,FOLR1,0.9716586073672151,0.607351680100494,0.791532646004196,0.7225372082220798
P15502,0.5666284366585899,0.5888193134796451,0.1653315142973719,0.7113987695300653,0.2423058373775193,0.1822697846733821,0.4246700544567606,0.2549187156914027,0.9279296702493736,0.3492401164471157,0.5310485167898565,0.5594817113870949,10454.0,317414.0,36766.0,919.0,Elastin,ELN,0.37433301441765165,0.3265788145480117,0.7567589591065963,0.4761069489157755
P15514,0.8618120375392078,0.8982581161486181,0.4187143991156746,0.7882068403491662,0.7956536584455757,0.4279803533030925,0.90586337641921,0.7422287517317835,0.2426760505874854,0.591954051449072,0.9735111445530056,0.4035947419857164,10454.0,312825.0,42280.0,163.0,Amphiregulin,AREG,0.8256236497885705,0.7135887677340933,0.7596387043780229,0.9218564578183084
P15529,0.2122486107233281,0.9307648878622932,0.9890008121511772,0.4238018709602288,0.6780993170499691,0.8291018292410409,0.4788082083602265,0.565214832355557,0.4281349572694057,0.9108609546543648,0.7872973839195544,0.8209499794107433,10454.0,312845.0,42251.0,451.0,Membrane cofactor protein,CD46,0.9704128204164473,0.6916982673527728,0.49060546892443674,0.8591255036484964
P15692,0.0881032903744097,0.9076078563470352,0.3282740087709351,0.0800168177293792,0.8049587979239049,0.3630705848320403,0.8338967811436909,0.4362666628101167,0.6260212565306793,0.8896028078597664,0.332718067064771,0.7131030283886629,10454.0,312407.0,42795.0,2850.0,Vascular endothelial growth factor A,VEGFA,0.4199255315078956,0.253743230397028,0.6837780417157684,0.7488420440072514
P15848,0.2259920772463874,0.8552034490974105,0.0336234172744245,0.3685924562858484,0.8858932093295941,0.4003315150467987,0.6816078942593519,0.8878047718308928,0.6625701807361473,0.7382013505937668,0.2523112187606154,0.4709104397810816,10454.0,312825.0,42280.0,185.0,Arylsulfatase B,ARSB,0.10740861919333422,0.6802589181095599,0.7920984381717227,0.48423105865593363
P15907,0.2782531406534128,0.2514064712560833,0.2838445249795669,0.3900093734106301,0.1986510204275238,0.2170946393549033,0.730149675041204,0.3716478504992657,0.7742525066944168,0.9133931024606168,0.4406377541655223,0.9262296763472488,10454.0,312214.0,42997.0,2569.0,"Beta-galactoside alpha-2,6-sialyltransferase 1",ST6GAL1,0.2705960624351159,0.2510529784564127,0.6576999268022966,0.880796161546531
P16035,0.9014901590332848,0.6387446736310134,0.5190533573498021,0.8203640605708743,0.9961114270571374,0.8995261730366355,0.0889714794542731,0.108220906536504,0.6334034778895561,0.9945834768382568,0.8452994063279073,0.9812918884600664,10454.0,317414.0,36766.0,2686.0,Metalloproteinase inhibitor 2,TIMP2,0.7811475055511041,0.988964212567153,0.15048773416634864,0.9877080378055767
P16109,0.1542071010634364,0.3417969277408653,0.6532475024235973,0.1384381138101378,0.2034373211470796,0.7057193936652719,0.4852273074457821,0.2867275789795623,0.2498668243284748,0.757889367724311,0.356030462821288,0.3528762648346741,10454.0,312497.0,42672.0,2384.0,P-selectin,SELP,0.31877570127610233,0.2641955504134242,0.3249107998863052,0.5070821248964129
P16112,0.4865120400484651,0.7418979721653755,0.1708677186099795,0.432894626832252,0.6554337987384276,0.1617566502044872,0.3484736323684492,0.7873768461135788,0.5043180079395544,0.3015769524709629,0.6658253654322845,0.4075616601029384,10454.0,312963.0,42114.0,12.0,Aggrecan core protein,ACAN,0.41977914437550307,0.35426968586206947,0.5795221916454495,0.4532274544598544
P16234,0.9342319188329656,0.6773592510432648,0.0574673473198339,0.7946594956659843,0.5016424886609318,0.0550687267593045,0.6687823106714171,0.1061054456659053,0.8965580116328322,0.3070156151433678,0.5978222046939782,0.5179179916313036,10454.0,312630.0,42515.0,2007.0,Platelet-derived growth factor receptor alpha,PDGFRA,0.49100472663861955,0.19087480899695258,0.5695715159333465,0.4662093936542447
P16278,0.5483002957393517,0.7108141367962665,0.0276162771427234,0.5075256013789797,0.5689338773647655,0.037559471834493,0.6155409424816353,0.9359127391516278,0.3247602632742611,0.7593676071521066,0.897628717804976,0.3288652097157533,10454.0,312918.0,42169.0,1171.0,Beta-galactosidase,GLB1,0.08807166566356739,0.11174303019605991,0.8181014417036439,0.772894324721948
P16284,0.2259273597406126,0.8479143535558039,0.2360721047007792,0.1593539069447487,0.8749044741730333,0.6117555197475267,0.7722632447327807,0.3697469325593036,0.936547603134646,0.6844544771746692,0.9519067871810492,0.4640288464065514,10454.0,312640.0,42502.0,2022.0,Platelet endothelial cell adhesion molecule,PECAM1,0.46572175241070984,0.5976816522116567,0.8450200202593161,0.8728918283146994
P16442,0.8200961137987777,0.57901921979375,0.5540255559559722,0.4378663108423277,0.5791461552260808,0.5342766954301055,0.2126946471092861,0.7641399517317349,0.9714449782560286,0.2260707062038216,0.8270956301028052,0.9038334545881752,10454.0,317378.0,36808.0,7.0,Histo-blood group ABO system transferase,ABO,0.68728819289732,0.5174137148584849,0.9148320733050352,0.7832195801784088
P16444,0.3117841333932324,0.5331310890881692,0.0701084154129028,0.4700041565671949,0.9415036235243754,0.1892395014080285,0.5179301985464014,0.0326892523843284,0.8056179419667149,0.3545154418735341,0.3103368271129521,0.8712457282533546,10454.0,312974.0,42102.0,846.0,Dipeptidase 1,DPEP1,0.17108262448817296,0.7875445371123351,0.11141442251917938,0.618002919234608
P16455,0.0427396813971014,0.8600096515675867,0.3852487946887992,0.1943656269088107,0.7729253871289118,0.889410379865428,0.3122817977133914,0.2296358243660281,0.1619801644362211,0.8328634776294344,0.242148238374387,0.4156895032032841,10454.0,312713.0,42415.0,1718.0,Methylated-DNA--protein-cysteine methyltransferase,MGMT,0.15526716892870418,0.7203991614799561,0.22120486039552156,0.5426434689210385
P16562,0.9818798856738152,0.1774204643065645,0.5558479730808165,0.4657308546366014,0.8475432498964927,0.816065838533768,0.7277169627156516,0.8703273404551064,0.9972725723367064,0.6707054755385251,0.5152255527272086,0.9284878781227895,10454.0,312360.0,42838.0,681.0,Cysteine-rich secretory protein 2,CRISP2,0.9414334121426351,0.7675818616835297,0.9920366458362235,0.8284904457490345
P16581,0.6430978475563964,0.4115321165766891,0.0699217790129238,0.552994090002389,0.6412878025052,0.9697249197614336,0.0215478135959331,0.2511166536895208,0.4920690192980377,0.675329456218559,0.8466120219248887,0.489114821764988,10454.0,312214.0,42997.0,2381.0,E-selectin,SELE,0.19453955205109424,0.9161633760255148,0.05984739386352822,0.7206429243423398
P16671,0.7644175385982671,0.6727416829764723,0.0529730309902976,0.8721801371952596,0.4880626205259966,0.1102483813523769,0.3134407807530856,0.6124366688836413,0.9326651209025844,0.7677359846734052,0.8896485882106309,0.8218938353693358,10454.0,318326.0,35692.0,443.0,Platelet glycoprotein 4,CD36,0.19546675619646375,0.4522588337950457,0.8082071865116156,0.8406341430053171
P16860,0.0463337328761137,0.7265856611277497,0.7673962069997877,0.0454812545760776,0.7236017461064796,0.5810442563422552,0.9184743353432004,0.8291682764734518,0.8625071841776788,0.8253298817365167,0.6144616141426682,0.8640467494768285,10454.0,313327.0,41731.0,1890.0,N-terminal prohormone of brain natriuretic peptide,NTproBNP,0.17653808429139778,0.1509588325760191,0.8813047754018186,0.8028826673778087
P16860,0.0463337328761137,0.7265856611277497,0.7673962069997877,0.0454812545760776,0.7236017461064796,0.5810442563422552,0.9184743353432004,0.8291682764734518,0.8625071841776788,0.8253298817365167,0.6144616141426682,0.8640467494768285,10454.0,313327.0,41731.0,1890.0,Natriuretic peptides B,NPPB,0.17653808429139778,0.1509588325760191,0.8813047754018186,0.8028826673778087
P16860,0.2820002396835061,0.5901320232111111,0.6417092761400063,0.2652287456540756,0.5142585188942221,0.5199565898038274,0.5095754488348365,0.6435683242668974,0.8411047137390448,0.3194304577600173,0.7939811798266018,0.6663292692943662,10454.0,312630.0,42515.0,1912.0,N-terminal prohormone of brain natriuretic peptide,NTproBNP,0.4948411288176585,0.4169471434643248,0.7114143811151221,0.6267348377596982
P16860,0.2820002396835061,0.5901320232111111,0.6417092761400063,0.2652287456540756,0.5142585188942221,0.5199565898038274,0.5095754488348365,0.6435683242668974,0.8411047137390448,0.3194304577600173,0.7939811798266018,0.6663292692943662,10454.0,312630.0,42515.0,1912.0,Natriuretic peptides B,NPPB,0.4948411288176585,0.4169471434643248,0.7114143811151221,0.6267348377596982
P16870,0.2103060844936166,0.6604292206491716,0.326231703790537,0.2659766823448669,0.9755806042820026,0.3019780471060247,0.0778654934192624,0.3874708950383146,0.3836588851781511,0.0497509632806776,0.6487267673142474,0.3782702852354876,10454.0,312634.0,42515.0,657.0,Carboxypeptidase E,CPE,0.3660536843488088,0.9180095721104071,0.17907365980642465,0.1425770789243591
P16871,0.0722867481074168,0.5828120873127773,0.6381906620417758,0.0612963179853518,0.6404340212085546,0.714196134450744,0.9700371312042052,0.7196977037979944,0.0310166717586297,0.9525427601406596,0.6419183827881292,0.0280287434770646,10454.0,312640.0,42502.0,1422.0,Interleukin-7 receptor subunit alpha,IL7R,0.2212447823135405,0.21032727350670483,0.6199937379103543,0.19772906237204052
P17050,0.0107164201120521,0.9754795911342812,0.3572680302546559,0.0263439132117982,0.8946541014696829,0.5568077435662486,0.5794473108168332,0.0633400233602592,0.1905466666126065,0.9421386740951636,0.0386594899902772,0.4432941736583005,10454.0,318385.0,35621.0,1810.0,Alpha-N-acetylgalactosaminidase,NAGA,0.05491260412327448,0.10279503229708392,0.14405547393399915,0.25361162533660364
P17181,0.7399891176249209,0.3962409492154426,0.3553781522409956,0.6333926352482588,0.6770597403857918,0.9353511152850248,0.876422717439121,0.1250709629683099,0.5561546702819158,0.897073371222874,0.3759297374270359,0.8560024690124983,10454.0,317541.0,36611.0,1328.0,Interferon alpha/beta receptor 1,IFNAR1,0.5119361933084584,0.8507648889850882,0.5223133244299896,0.8170213108536128
P17301,0.6368742183883823,0.6506270972129038,0.573566896263739,0.7163327901598084,0.6185490949047097,0.5450356545472828,0.684409513343843,0.238566320587771,0.1122702244379513,0.6156808119617272,0.2162960952867224,0.1022000333856447,10454.0,318083.0,35941.0,1450.0,Integrin alpha-2,ITGA2,0.6216633848726224,0.6338167439569835,0.2428963169083052,0.2101292003373476
P17405,0.5216762548941237,0.2326499933242022,0.0241738417493451,0.399705029068118,0.4394983182132312,0.0345417952918852,0.4230534934434405,0.5503185524449956,0.4936895966787354,0.4462654693033631,0.5673343816518603,0.664157085169313,10454.0,312522.0,42643.0,2500.0,Sphingomyelin phosphodiesterase,SMPD1,0.06632198819275503,0.09550071882882394,0.4886546415873975,0.5639749381370589
P17538,0.1855907923500293,0.6397420906050958,0.286447586254523,0.3539338812719903,0.6252324704308686,0.2540665199128392,0.9081617816896976,0.8780063532550355,0.2498871458323256,0.7713554808362472,0.9600004785096972,0.325120336972634,10454.0,312640.0,42502.0,721.0,Chymotrypsinogen B,CTRB1,0.32484974554975377,0.39247820950967094,0.8236355541412664,0.8913816459860342
P17643,0.718168080625015,0.0813079655319907,0.7572701962944322,0.908254010575838,0.1083911545704228,0.8375530027874198,0.7936141485838143,0.3103478759872553,0.487056843216047,0.5211876323953801,0.9174044463780582,0.7624360878277348,10454.0,318326.0,35692.0,2814.0,"5,6-dihydroxyindole-2-carboxylic acid oxidase",TYRP1,0.31542008342848404,0.7106521892224588,0.5629533553535975,0.825560857272339
P17813,0.4247896410563599,0.4876633496871626,0.5030015906538093,0.7606362164843227,0.7284434296663611,0.765121550836067,0.5377139693085263,0.8393547794356564,0.7269454106683367,0.4719274039093135,0.8124183470558624,0.4880589116173741,10454.0,312214.0,42997.0,924.0,Endoglin,ENG,0.47141604367415096,0.752210561469882,0.7386896743942455,0.6363432005961516
P17900,0.6470195316111551,0.4707601706296728,0.1466498522786904,0.2335310842397638,0.3905839721834712,0.3501365809250534,0.974734580149101,0.265629548324694,0.8165598584040951,0.9469966733917068,0.2864377918156807,0.8653052500746423,10454.0,318184.0,35867.0,1181.0,Ganglioside GM2 activator,GM2A,0.34329210173174873,0.3145904225702928,0.9288890617326726,0.8770480881429779
P17927,0.0124408763163794,0.0043679973001019,0.0266070301248447,0.6418092606505528,0.9124742488425094,0.8195378885605487,0.0045024420415965,6.811108238785651e-06,0.0001714848022547,0.5423006276340347,0.5461081080235403,0.1455894932892484,10454.0,317511.0,36659.0,667.0,Complement receptor type 1,CR1,0.008649406559512518,0.8432832541187032,1.9624197625356388e-05,0.33173712901432406
P17931,0.909187173971622,0.5845407358496415,0.9504958723537268,0.688797405727658,0.8230336607986068,0.7389175491867619,0.6752010524754688,0.3985560312365408,0.7619728008961459,0.8565694662443996,0.5136261604770148,0.9719941116577347,10454.0,312558.0,42595.0,1576.0,Galectin-3,LGALS3,0.9077453999294478,0.7610675472263941,0.6356499621674747,0.9301263607997117
P17936,0.0179861837059378,0.3076778667381481,0.6874228403831284,0.0275503687035214,0.2978271857920234,0.8297480919265482,0.4887575090331161,0.4322222710324372,0.5215403833581702,0.4691150549673493,0.4234407787383129,0.5237290169728674,10454.0,312497.0,42672.0,1345.0,Insulin-like growth factor-binding protein 3,IGFBP3,0.05343962391343615,0.08799644052595362,0.4805260573255406,0.47164866053304705
